X,A,y
-1.154836300830663,0,12.591097446582221
0.3271996178384442,1,-10.031083030055091
-1.0998271074420352,0,15.480953166027636
-0.7782311401039537,1,6.212120047761742
-0.5185828325665807,0,-6.691781786906309
1.077412472845793,1,-8.039999122961216
0.4982706392940772,0,13.330228875933697
0.12348663685021144,0,15.22342687873345
-1.4129585267269187,0,24.01667175434418
0.7012448888408489,1,-8.100350871807489
-0.3151499447069823,0,-16.63880104176053
0.9061413558859996,0,3.5489498480608317
-0.7367366224203621,0,17.443460523432925
-1.3293451900465447,1,21.17103862913412
1.099945922697601,0,15.124455150961746
-0.8369130123468861,0,20.15884287479079
-0.2850316558582211,0,-19.282414005300065
-0.5517105869453739,0,-12.810800094027861
-1.2700119000106582,0,32.71917524443801
1.0296740826891138,0,15.424111201977107
1.0468174432345845,0,-15.008537762482
1.4143952743061639,1,-32.93006817197466
-0.3438692568145858,1,1.5202585582909391
1.3634643753259956,0,12.70148209625456
-0.1627249174808434,0,-2.3991481200003895
0.5091739551654233,0,-1.860641286157819
-1.2524998509085337,0,18.50999855700474
1.1912957399446027,1,49.31621399608811
-0.6059894979337119,1,2.456752960333315
-0.7130855322108557,0,0.3784961933811464
-1.4846113528066291,0,-4.562055049007179
0.12960754584121803,1,9.766542129722293
-0.07321089897824051,1,47.51409614504451
0.4091210327145678,0,5.811510943375233
1.4346124022460183,0,-13.842132146838159
1.2259882734932632,1,47.06372305362205
1.2304592273404698,1,36.715461593768225
0.07576701332143632,1,25.598265298805018
-1.1879431504357112,0,17.68388514828867
-0.957256214226297,1,-32.45479178885062
1.3591206629602248,0,25.35073177805533
-0.264141049840924,1,27.854644770547427
1.095051361821545,1,47.013697778828075
0.5165318384285285,0,-8.202656938392652
0.38635738764648364,0,-12.45712385227755
-0.6733236700531436,0,-16.476567400321002
1.190241809222588,1,47.795464382445516
-0.8793258859699044,1,9.501190556489284
-0.2867842707737771,0,-19.377017769899698
1.4807174771823104,1,-32.31191080904438
0.7071812445213621,1,23.154153451422584
-0.1648157625309521,1,23.316070851541973
0.18198950833120486,0,-11.472615788679073
-0.2662335327400944,0,-11.638227882844813
0.6809639759039654,0,-11.801067541967841
-0.30240934228777583,0,18.494415004458457
0.5104354941071456,1,4.71076835541961
0.6141468236416241,0,-4.773790388084252
0.3286796137771373,1,15.575756084527118
0.12010339254496794,1,38.80330429553604
-0.8817544472600947,1,17.066028659016368
-0.9025155701318943,1,-11.167226172561733
0.8872165944481325,0,-22.4747179005288
-0.6290016666877302,1,19.47867230908209
0.46788848347156153,1,-10.928667085605516
-0.6011496725789255,0,1.3115774230568724
-1.0665648647315138,0,-7.993529587035642
-0.2881299990585915,1,-11.395687352263892
-0.5691914194662308,0,8.563677589891281
-0.7698059511571133,0,5.966443849475628
0.2643121279751284,0,-13.727236726472869
-0.7639702411099206,0,-0.8309509645283295
0.7433118353785892,1,0.048327206904888786
0.6604399435626687,1,7.608299951693421
0.5857826008652789,0,-5.06289931099337
-1.191771664280365,0,21.39655481479633
1.3309272845528732,1,20.65939842280233
0.0100188986783456,0,-10.7241331589914
1.1990208581022381,1,37.294630239617625
-0.9042603466910583,0,-1.8390362660893191
0.2833475604552922,0,-12.365890995386279
1.3962257450317899,0,-12.875551044349109
1.4960947376900608,1,-14.034095788682263
-1.4274941250583661,0,5.49515251927096
-0.05608999963405026,1,38.44881593590018
-0.6257319309791761,0,20.17592678765973
-1.3088382950480564,0,16.704411097792626
0.20887319682917682,0,1.2128282026633885
-1.4847501459023578,1,-18.74063267990306
0.3338327690100651,1,-11.4335506768782
1.1105444311037687,1,44.903813014042
1.1508043949216678,1,26.58246747242558
1.362958449588115,0,-23.050431350580062
0.7195914594104225,1,11.790985797482211
-0.9458611273527336,0,-1.7039726670797952
-0.1959650367395842,1,-17.33253731167766
1.1576984866436204,0,15.27101380162104
-0.7348611589956106,1,12.712364534380233
-0.17006191581304786,0,-7.667103519146624
0.3508109274626854,1,22.286470050670673
-1.1899424673655368,1,53.041406495718896
-0.029671016792812477,1,17.90900895764924
-1.3658867926927591,0,-7.263021718238549
-0.5651175920725477,1,-6.167612553285799
0.7561190590980749,1,26.805672101092433
0.6464972595841942,1,-13.141424154359886
1.3246627312749508,0,2.6216035608717707
0.8306861001263082,0,3.8083908741744876
-0.8543144550384414,1,-21.144781935792157
1.2149135418997519,0,28.563797528400833
0.15679244103421075,0,11.51729226439959
1.034693662730569,0,8.899043685447115
1.2674684513191217,1,52.1179232270371
0.9868838368174258,1,16.978430663876093
-0.31740600612082104,1,-1.8082295086877285
0.29456440974638,0,2.8981477088575502
-0.20190576130919946,0,-0.22185928488602213
0.5824414072408528,1,7.910363889058729
-0.04594053118912056,1,39.457679328015324
-1.1152189752717803,1,48.9899273687137
0.433111489841441,0,-0.5293920482625285
-0.8858813514880344,0,2.7282781904224316
0.734871376596689,1,14.958065456992845
-1.183148380792252,1,37.665871270543484
-1.4780715188282256,0,-0.8283577753590243
-0.496533025341203,0,-2.444720039448249
1.4077665114931674,0,1.0255590424395453
0.602927068299913,1,17.902511793712236
-0.2589433957999909,0,-14.168655709125598
-1.1377434884526376,0,0.9372055412431078
-1.3189093669453391,0,12.159836227352246
0.6786350212823251,1,0.6296325653271644
1.216352952940421,1,8.518797895130527
-1.4519222462036432,1,-5.860999509753558
0.2524224921407603,0,20.183078430804
0.6858121506256545,1,10.923551540997176
-0.6234073671719754,0,-14.252568095014048
0.06839284898173092,1,26.454796215697012
0.9445556587518529,0,0.43500016894742366
0.288980940530597,1,-5.820446385527899
-0.3643339816452906,1,-6.982371846949741
-1.267326583515087,1,28.650763836111324
-0.039281471303741045,1,33.78672994586751
-0.09541828179022449,0,11.586352241691658
-0.9553957298119482,0,-1.9452226029891422
-1.2895921966102883,1,45.140768782541244
0.02520279643921941,1,32.424465605975435
-0.5044447955061658,1,-14.580804461201012
-0.8565065389592567,1,10.440786626673102
-1.2160293173566914,1,33.691522346646565
1.0137915860091509,0,7.4558233138613295
-0.4346625887977067,0,-3.9041151685219893
0.9803552166672396,1,50.24145783525214
-1.422113192304165,0,8.754070806187649
-1.4932812685399406,0,-3.3116862394090956
1.2732532539430998,1,-2.876790630530835
0.5217997530228655,0,2.5336023187078673
1.4844437403186252,1,-3.4397930515300548
-0.06148493567799651,0,3.5531231308882942
-1.022587510338056,0,1.44847471222208
1.3568491583351885,1,-7.0827416430106185
-1.0017894793665096,0,7.830759858811218
-0.39214407887083946,0,-9.063207312294173
1.3036799516108242,0,-1.5336736281555727
-1.255076591324557,1,48.59246554446093
-0.13811365615835358,1,2.9403787819536955
1.1618717749815102,1,33.096398084481635
-0.5417848191430877,1,-11.167082163902192
1.3879738131471333,1,30.838564840451276
1.4921178010454654,1,13.217686625121576
-0.041953427820386135,1,5.70898111692871
-0.5361252346979605,1,14.898998019224637
1.4203169942455305,1,-23.518754643039873
1.496155608926657,0,-28.78478883372328
-0.16436069960326827,1,-13.590393655579698
-1.365762913674518,0,3.4925022705090587
-0.15881662950776,0,11.492348188395882
0.6305243993911684,1,55.80550234091193
0.3782139828901263,1,20.78197844579046
0.511949310633752,1,-12.76242183796014
1.4157565795400773,1,7.8626601058900185
0.48591372265750743,1,-1.1602663534681181
-1.2256493929270103,0,18.15367046278121
0.26919303062888345,0,8.329031742395149
-0.8652569807811974,0,-1.3958398989612184
0.8852269049986905,1,2.7649874748862397
-0.4490820533164426,0,-5.855449902332159
0.007309432929468951,1,39.27471439400946
0.610617438394776,1,19.05598688215055
-0.9851169722461846,1,-3.544974746153927
0.3031783233965637,0,-9.324143643585964
-1.019896167782825,1,17.107358128085025
0.9797352040367744,1,6.936128306512779
-0.5018951145224455,1,19.513275839281107
0.14009155984977917,0,7.933254121673127
0.9921318139270143,0,-6.314624459934141
1.4072011864193206,1,-33.54768346509751
-0.5173950669037278,1,3.7270919784461447
-1.2348785411648824,0,-3.070560720137326
1.390467371338742,1,-21.180238211887822
1.4679103310563755,1,-19.079110703887345
1.257231261167986,1,51.07657499292802
1.0514570701599966,1,13.649263957461162
-0.018921772414817628,1,54.06918780468219
-0.09415032561724601,0,4.847361072917107
0.17685841830180937,1,-4.462814278928532
-1.179293385358596,1,45.83962643467216
1.1962112740849657,1,53.13992323830984
0.34544162246571664,1,23.72994142989757
1.4761374432274192,1,2.011982677278716
0.5777291924562751,0,-17.607832472155994
-0.43579544461016306,0,-3.742153091803237
-0.9796099207055301,0,-4.192335052413943
