X,A,y
-0.3763796434579125,0,6.756521675778531
1.3521429192297485,1,13.7713234326246
0.6959818254342154,1,11.861438813633212
0.2959754525911098,0,8.006846757539964
-1.0319440786726903,1,3.2434599963411195
-1.0320164389913922,0,-3.065600883957072
-1.3257491634954017,0,-3.8026220798601957
1.0985284373248057,1,16.91588995284202
0.3033450352296265,1,11.215359948299634
0.6242177333881367,0,8.59732099653695
-1.4382465171125927,1,-2.515215159114678
1.409729556485983,0,7.509756818672175
0.997327922401265,1,14.861107071871652
-0.8629826679651715,0,0.4110803849378346
-0.9545250983786981,0,-0.4115747443906402
-0.9497864704396985,0,-1.735309905266071
-0.5872732711213868,1,6.702224935105508
0.07426929489671341,0,6.646927204774007
-0.2041649440736526,0,7.713848850593824
-0.6263125794058743,1,6.874471788391748
0.3355586841671383,1,11.01421770823313
-1.0815184180438746,0,-0.7713651062130341
-0.6235660543943455,0,6.4730130363705145
-0.4009144701189249,0,4.811601630640315
-0.13179004734889221,1,9.390927387457037
0.8555278841790406,1,12.454470669054805
-0.9009786535249208,1,5.552709338181087
0.042703315240834705,0,8.643477145374494
0.2772437065861273,1,12.827668106983324
-1.360648761840007,0,-0.8598567381849608
0.3226345557043151,1,13.145135082668624
-0.9884276289381254,0,0.11597677543322932
-1.3048452210441615,0,-4.781717542518098
1.3466566117599998,1,14.935576547718991
1.396896099223678,1,16.895390934849523
0.9251920443493833,0,7.222808518784888
-0.5861586924798879,1,5.273185460154409
-1.2069836579808484,0,-1.6006408818381328
0.5526990795364708,1,13.577087790709655
-0.1795425187811961,0,7.133253018422913
-1.1338852954656635,1,0.5144388518330336
-0.014469269666189444,1,10.209258529661653
-1.3968344366543448,0,-3.8235244505276995
1.2279612062363463,1,11.954683428633885
-0.7236600551999492,0,5.280712256887482
0.4875668530619459,1,15.363246350038388
-0.5648667717317671,1,6.335691530754865
0.06020406353343244,0,7.184641469200249
0.14013083802983894,1,10.065802843465727
-0.9454366334234189,0,-0.5854757103422714
1.4087538832936755,1,11.27273068128671
0.8253984700833437,0,8.940836079580464
1.3184968246925672,1,13.324988854422866
1.1844820512829464,0,6.859319510378043
0.29369993643325554,0,7.331809561685334
1.2656227050693505,0,7.020620126895007
-1.2345224938442416,0,-0.18886680446744408
-0.9120514127425644,0,1.3910275947489952
-1.3643181332683858,1,-0.6858908659566075
-0.524009007710207,0,1.3149999795654748
-0.3339681309315541,0,9.023749660347105
-0.6859529046783123,0,3.821631847226808
0.986212527455788,0,6.085486563612044
-0.4297400199192323,1,7.427978750718321
-0.6571964709378577,0,2.512276760234611
0.12808824947474529,1,10.389350908713052
-1.077227325075712,1,1.984158814854691
0.906590942262119,0,5.753166167219181
-1.2763480689606874,0,-4.842262800757211
1.4606608098015519,0,1.9041211885612985
